,Bit_score,Alignment_Length,Query_ID,Title,Alignment_Score,Subject_ID,E_value,Subject_Chain,target_name,malaria_name,target_id,malaria_id,resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations,pubchem_cid
234,129.0,290.0,4C2V_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],31.724,pdb|1V0O|A,1.57e-35,Chain A,4C2V,1V0O,1,A,1.49,4C2V,Aurora B kinase in complex with the specific inhibitor Barasertib,X-RAY DIFFRACTION,YJA,,16007391,O13024|Q6DE08|2VGO_A,398105|398457,24598913.0,10.1107/s2053230x14002118,PMC3944688,32988525.0,"Sessa F, Villa F. Structure of Aurora B-INCENP in complex with barasertib reveals a potential transinhibitory mechanism. Acta Crystallogr F Struct Biol Commun. 2014 Mar;70(Pt 3):294–8. PMID: 24598913; PMCID: PMC3944688.",16007391
235,128.0,290.0,4C2V_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],31.724,pdb|1V0B|A,1.75e-35,Chain A,4C2V,1V0B,1,A,1.49,4C2V,Aurora B kinase in complex with the specific inhibitor Barasertib,X-RAY DIFFRACTION,YJA,,16007391,O13024|Q6DE08|2VGO_A,398105|398457,24598913.0,10.1107/s2053230x14002118,PMC3944688,32988525.0,"Sessa F, Villa F. Structure of Aurora B-INCENP in complex with barasertib reveals a potential transinhibitory mechanism. Acta Crystallogr F Struct Biol Commun. 2014 Mar;70(Pt 3):294–8. PMID: 24598913; PMCID: PMC3944688.",16007391
236,128.0,290.0,4C2V_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],32.069,pdb|1OB3|A,1.7800000000000002e-35,Chain A,4C2V,1OB3,1,A,1.49,4C2V,Aurora B kinase in complex with the specific inhibitor Barasertib,X-RAY DIFFRACTION,YJA,,16007391,O13024|Q6DE08|2VGO_A,398105|398457,24598913.0,10.1107/s2053230x14002118,PMC3944688,32988525.0,"Sessa F, Villa F. Structure of Aurora B-INCENP in complex with barasertib reveals a potential transinhibitory mechanism. Acta Crystallogr F Struct Biol Commun. 2014 Mar;70(Pt 3):294–8. PMID: 24598913; PMCID: PMC3944688.",16007391
237,247.0,262.0,4G4S_5|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],48.473,pdb|5FMG|E,3e-82,Chain E,4G4S,5FMG,5,E,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
238,162.0,248.0,4G4S_5|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],39.516,pdb|5FMG|C,4.49e-49,Chain C,4G4S,5FMG,5,C,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
239,129.0,219.0,4G4S_5|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],32.877,pdb|5FMG|D,1.24e-36,Chain D,4G4S,5FMG,5,D,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
240,123.0,249.0,4G4S_6|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],33.333,pdb|5FMG|E,2.38e-34,Chain E,4G4S,5FMG,6,E,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
241,113.0,174.0,4G4S_6|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],40.805,pdb|5FMG|C,1.34e-30,Chain C,4G4S,5FMG,6,C,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
242,105.0,173.0,4G4S_6|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],36.994,pdb|5FMG|D,9.68e-28,Chain D,4G4S,5FMG,6,D,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
243,213.0,219.0,4G4S_9|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],50.228,pdb|5FMG|I,7.000000000000001e-70,Chain I,4G4S,5FMG,9,I,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
244,79.0,212.0,4G4S_10|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],27.83,pdb|5FMG|M,5.53e-18,Chain M,4G4S,5FMG,10,M,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
245,123.0,175.0,4G4S_11|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],35.429,pdb|5FMG|K,1.27e-35,Chain K,4G4S,5FMG,11,K,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
246,70.5,159.0,4G4S_11|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],30.189,pdb|5FMG|I,6e-15,Chain I,4G4S,5FMG,11,I,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
247,93.6,180.0,4G4S_1|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],33.889,pdb|5FMG|C,6.51e-23,Chain C,4G4S,5FMG,1,C,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
248,91.3,231.0,4G4S_1|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],26.407,pdb|5FMG|E,6.1300000000000005e-22,Chain E,4G4S,5FMG,1,E,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
249,89.0,179.0,4G4S_1|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],28.492,pdb|5FMG|D,3.410000000000001e-21,Chain D,4G4S,5FMG,1,D,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
250,201.0,185.0,4G4S_12|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],51.351,pdb|5FMG|L,7.810000000000003e-66,Chain L,4G4S,5FMG,12,L,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
251,153.0,222.0,4G4S_13|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],36.486,pdb|5FMG|M,3.09e-46,Chain M,4G4S,5FMG,13,M,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
252,113.0,230.0,4G4S_14|Chain, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],32.609,pdb|5FMG|N,1.52e-30,Chain N,4G4S,5FMG,14,N,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
253,147.0,214.0,4G4S_2|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],37.383,pdb|5FMG|D,7.84e-44,Chain D,4G4S,5FMG,2,D,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
254,136.0,223.0,4G4S_2|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],35.426,pdb|5FMG|C,3.16e-39,Chain C,4G4S,5FMG,2,C,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
255,120.0,228.0,4G4S_2|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],33.333,pdb|5FMG|E,4.67e-33,Chain E,4G4S,5FMG,2,E,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
256,238.0,237.0,4G4S_3|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],50.633,pdb|5FMG|C,4.5700000000000004e-79,Chain C,4G4S,5FMG,3,C,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
257,164.0,215.0,4G4S_3|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],37.674,pdb|5FMG|D,5.66e-50,Chain D,4G4S,5FMG,3,D,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
258,155.0,220.0,4G4S_3|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],39.545,pdb|5FMG|E,1.6799999999999999e-46,Chain E,4G4S,5FMG,3,E,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
259,253.0,245.0,4G4S_4|Chain, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],47.347,pdb|5FMG|D,7.36e-85,Chain D,4G4S,5FMG,4,D,2.49,4G4S,Structure of Proteasome-Pba1-Pba2 Complex,X-RAY DIFFRACTION,LDZ|MG,,888|462382,P40302|P25043|3GPJ_H|4FZC_H|P30657|P23638|P23724|3MG6_L|3OEU_L|3GPJ_Z|P32379|P21242|P21243|3GPJ_I|P25451|4FZC_I|P40303|P36040|P30656|3MG4_K|3NZW_K|3OEU_K|P38624|P23639|Q05778|P22141,855362|854328|850611|853036|852239|853168|854544|852873|856830|854119|853629|856218|853456|854882|850896|856731,22930756.0,10.1074/jbc.m112.367003,PMC3481334,31628111.0,"Stadtmueller BM, Kish-Trier E, Ferrell K, Petersen CN, Robinson H, Myszka DG, Eckert DM, Formosa T, Hill CP. Structure of a proteasome Pba1-Pba2 complex: implications for proteasome assembly, activation, and biological function. J Biol Chem. 2012 Oct 26;287(44):37371–82. PMID: 22930756; PMCID: PMC3481334.",462382
